biomass_loading,particle_size,time,glucose,xylose
10,>1.0 mm,35.33588573929158,39.40181044281427,11.816454768894816
10,>1.0 mm,36.845621825193064,43.91576898123842,13.663716226101748
10,>1.0 mm,32.93496726121511,37.26021042767131,12.557795834974968
10,>1.0 mm,20.179495334615076,26.158213449797238,8.496804566278026
10,>1.0 mm,46.812464409107605,48.50125200556729,14.344003330298998
10,>1.0 mm,31.770099543879567,38.02706975874663,13.586758010283996
10,>1.0 mm,29.3837709235598,33.055368679539,11.500905606577073
10,>1.0 mm,35.78789307150623,39.09714402066044,13.523179051239417
10,>1.0 mm,45.380177711528226,46.045723870816865,15.197839677277697
10,>1.0 mm,46.53281203792146,44.96754697969648,13.0455523530851
10,>1.0 mm,41.4500135467417,42.83417078309547,13.493933170028047
10,>1.0 mm,28.499255548167408,35.40490407534519,11.69383397574302
10,>1.0 mm,29.08269148393206,36.05511474798475,10.649431413686463
15,<0.5 mm,47.562369404587585,53.110682611242545,19.232861561105786
15,<0.5 mm,42.60441516483004,53.03446957519415,20.943600306932648
15,<0.5 mm,34.90929969543281,43.97365183346753,17.606118569471572
15,<0.5 mm,39.6118908410546,50.42446085427823,19.703626317721756
15,<0.5 mm,44.182584312484735,52.95378357073833,21.05
15,<0.5 mm,39.12498787453811,52.20175452620522,20.354047984334766
15,<0.5 mm,39.01487745518845,48.845712049883836,20.106177423120958
15,<0.5 mm,20.525649916157537,34.88141822173876,14.127430898282904
15,<0.5 mm,5.581460047056652,32.68237029352452,12.6
15,<0.5 mm,16.607815093644515,31.17845139223101,14.31976624802321
15,<0.5 mm,5.643320304965434,27.121281924635397,14.175818444545586
15,<0.5 mm,9.59066255668293,32.15142155910688,13.497723587936392
15,<0.5 mm,13.4961252098611,28.993295933140978,14.001806226642906
15,<0.5 mm,6.273995731418738,32.97132632958789,14.967739011091643
15,<0.5 mm,32.04691566592109,40.37858989868201,18.057872804678652
15,<0.5 mm,38.988192569822964,48.57172640474221,17.673536045662956
15,<0.5 mm,7.452080779059703,29.467483914595316,14.067345300175683
15,<0.5 mm,21.993929554227876,34.998463736267155,14.991696152724666
15,<0.5 mm,15.010687519242195,34.69074342848894,14.396698157673102
15,<0.5 mm,33.048684575580175,46.01865054933049,19.766966566256713
15,<0.5 mm,30.9157128343115,40.415746467714584,17.102285306954204
15,<0.5 mm,19.66279786065551,33.46046658005148,16.675219062680878
15,<0.5 mm,8.304703068644065,26.4,12.6
15,<0.5 mm,11.620882276040668,26.4,12.6
15,<0.5 mm,31.097404314297524,42.73282568622817,17.763582406829585
15,0.5 - 1.0 mm,20.482955043564733,33.82879890085785,16.954429019180907
15,0.5 - 1.0 mm,41.68555301228618,52.51917768626142,21.124214819642653
15,0.5 - 1.0 mm,7.1050248856189135,25.50456719971619,12.392544021007035
15,0.5 - 1.0 mm,29.774125576032386,44.003436884015386,18.202934583801373
15,0.5 - 1.0 mm,21.079476753086965,33.0432866231301,16.881536376542645
15,0.5 - 1.0 mm,28.007138729901136,41.45461704024092,17.540704219136874
15,0.5 - 1.0 mm,46.29238480825222,55.74180954165559,21.52059617107415
15,0.5 - 1.0 mm,18.034927732925496,30.422135906681323,14.84059010792283
15,0.5 - 1.0 mm,9.199252415352875,28.499063448309922,13.984074538704794
15,0.5 - 1.0 mm,42.60876859519033,56.635287476625656,21.445496053278944
15,0.5 - 1.0 mm,16.409521193137486,31.4832561333994,12.924849388214778
15,0.5 - 1.0 mm,39.50072852775962,53.014781879824056,20.363797689165736
15,0.5 - 1.0 mm,20.36879577488246,32.267903857104464,15.737618779711235
15,0.5 - 1.0 mm,44.95332232655685,55.72863730665989,22.251223634829785
15,0.5 - 1.0 mm,37.038326982825886,50.322040427615605,19.948686301879626
15,0.5 - 1.0 mm,43.712327893900934,58.195742480346496,21.004578720831798
15,0.5 - 1.0 mm,18.082182445346916,31.160093939543916,14.855947894379373
15,0.5 - 1.0 mm,4.476856665133128,25.890398859000427,12.00691710497978
15,0.5 - 1.0 mm,45.826714465252465,60.1,22.3
15,0.5 - 1.0 mm,23.73160296704607,34.95556528495288,14.341487695470837
15,0.5 - 1.0 mm,33.59081206738969,49.454500975191785,19.413940141147105
15,0.5 - 1.0 mm,38.74319828296037,52.47737354102941,19.187486168784975
15,0.5 - 1.0 mm,6.5325854407323485,23.4,14.054786542625072
15,0.5 - 1.0 mm,43.05898404136519,53.60032847927053,20.5649671485256
15,0.5 - 1.0 mm,10.291634010324778,28.244124694444388,14.01226578872617
15,>1.0 mm,8.44939774940277,28.13792095447255,13.414007566858185
15,>1.0 mm,7.201572280024515,28.36989289092287,14.68984941763496
15,>1.0 mm,7.57934634824359,24.7,13.15
15,>1.0 mm,39.763180959330114,53.37559247867487,22.356698278849468
15,>1.0 mm,7.674031534741426,28.01738369423404,15.330294879099064
15,>1.0 mm,22.665768406866956,36.6125127910266,16.418895336469852
15,>1.0 mm,24.621068247741555,39.95601476937328,16.14369247948093
15,>1.0 mm,36.825974687678624,53.39240107540262,20.48474892050268
15,>1.0 mm,20.49430549904298,36.45884432885092,15.462954832541993
15,>1.0 mm,13.838216894855917,30.20879454176118,15.537720319983968
15,>1.0 mm,47.69045102924922,58.89443444575156,21.268349123990333
15,>1.0 mm,46.64931156724035,61.6,22.351481275468323
15,>1.0 mm,34.61294231532315,54.67545525500749,19.09557172656586
15,>1.0 mm,29.709829724616412,44.89231225832304,19.464975783675325
15,>1.0 mm,31.285834303267617,45.207151255933844,18.352792752221305
15,>1.0 mm,24.402729817359216,41.135606878553645,15.097982999678665
15,>1.0 mm,7.420324026459333,28.00090461134089,15.710665125582835
15,>1.0 mm,17.61921511659842,33.76031062452795,16.191119770619924
15,>1.0 mm,11.155145331175216,26.06514149481936,16.028995793510322
15,>1.0 mm,45.04005326757658,57.53346790035582,21.49281024118128
15,>1.0 mm,39.664346554400645,51.20823687545909,22.33227297740753
15,>1.0 mm,46.67623350384254,58.89287646189054,22.226595644998213
15,>1.0 mm,24.62249903097869,36.12330078453096,16.371961193454222
15,>1.0 mm,6.480521852640793,27.56450797892773,14.065797838650301
15,>1.0 mm,47.98757762458975,58.807301092984154,22.11389799600692
18,<0.5 mm,37.83544626794246,53.19353682365598,19.908131824688116
18,<0.5 mm,9.68301426666578,31.2221227915923,13.909072421676814
18,<0.5 mm,14.06028344215236,35.01239895023701,15.614472887425386
18,<0.5 mm,19.759159593444984,37.377263259720955,14.681971950176735
18,<0.5 mm,26.893538839766904,43.72323935348282,19.39045226855252
18,<0.5 mm,41.49598601401576,60.28976710729323,24.096905856311807
18,<0.5 mm,42.572758516967184,54.69460580662026,22.273918409343302
18,<0.5 mm,5.266437757786915,31.037010255068623,14.324466615299217
18,<0.5 mm,34.97950979636583,50.658671240037066,20.350200780289367
18,<0.5 mm,4.639965289386804,31.731160896939393,12.3
18,<0.5 mm,21.258737984388222,39.754800546362276,15.744528560088078
18,<0.5 mm,19.323240549025215,39.36806880786905,15.380480481128918
18,<0.5 mm,21.447882422135887,40.11318530685612,16.271777499912048
18,<0.5 mm,45.77890744093625,54.718270291611226,22.98110658548626
18,<0.5 mm,24.201973274483496,40.73457737031316,17.266671871293482
18,<0.5 mm,18.465070852650364,33.09406001148543,15.741484138343239
18,<0.5 mm,7.337986436781213,28.051098165117647,13.623728901796765
18,<0.5 mm,19.209360466249983,36.148274746620835,16.229656708557638
18,<0.5 mm,33.3725404949252,49.17874452481428,19.700392128082974
18,<0.5 mm,5.79821911572507,28.80519367421605,12.3
18,<0.5 mm,11.78846130817686,28.93304737349327,13.494275499439064
18,<0.5 mm,20.02787388611532,40.86195526671291,15.543825029896315
18,<0.5 mm,5.729734153008353,30.879106332847012,14.197296188469696
18,<0.5 mm,7.597397405750364,30.100899100315665,12.94064553110553
18,<0.5 mm,39.4728563108947,53.47978017816383,22.48923556035229
18,0.5 - 1.0 mm,13.211370226815253,31.54590685854345,14.7
18,0.5 - 1.0 mm,31.203209947333022,49.53782763181617,18.681333595516996
18,0.5 - 1.0 mm,36.88872127788529,58.14733864593081,22.767796116457813
18,0.5 - 1.0 mm,26.51380745308931,42.98452254673414,19.457022177334846
18,0.5 - 1.0 mm,23.686144140232003,38.26910429559679,18.701319784662125
18,0.5 - 1.0 mm,15.846702161772763,33.481420460681655,16.503729631953778
18,0.5 - 1.0 mm,18.171483285659846,34.454737530125165,15.95297369957054
18,0.5 - 1.0 mm,9.269533800047054,30.581913959777285,16.51536066149268
18,0.5 - 1.0 mm,33.88050204235754,53.89103181381186,23.14863062068084
18,0.5 - 1.0 mm,7.824492675846642,34.351770786247265,16.48092092303869
18,0.5 - 1.0 mm,36.79933686411052,54.83538847333005,22.244682877912542
18,0.5 - 1.0 mm,16.486139855143875,37.13469858872627,15.366408876595056
18,0.5 - 1.0 mm,29.114245405432122,45.407329963089744,20.776385951829333
18,0.5 - 1.0 mm,8.478428795297765,28.92218075676904,14.900440480603812
18,0.5 - 1.0 mm,11.06998042342045,29.759310066570226,14.944614416066335
18,0.5 - 1.0 mm,11.628438192969213,26.6,16.564230586710963
18,0.5 - 1.0 mm,47.224659143978684,63.17141070960372,23.24734606920592
18,0.5 - 1.0 mm,46.65669906411623,63.89924336257848,24.37114102329799
18,0.5 - 1.0 mm,15.347724389977353,34.493196728504465,15.481106781490219
18,0.5 - 1.0 mm,44.892543521613774,66.72434786178262,25.01
18,0.5 - 1.0 mm,16.319080121052504,32.888121946111006,17.21351547982751
18,0.5 - 1.0 mm,18.241886401786722,36.36982386723681,14.7
18,0.5 - 1.0 mm,14.666028226263531,33.53732601359335,15.433513900010704
18,0.5 - 1.0 mm,16.699744342571254,32.233450841043094,16.986801591809144
18,0.5 - 1.0 mm,25.17016448161197,41.96045250813817,19.00005030254872
18,>1.0 mm,18.810588240532503,36.58634252050426,17.53607187710398
18,>1.0 mm,33.98611977785289,59.39535311150685,22.9047342685414
18,>1.0 mm,24.74935229620697,41.7097684053482,17.445147608316283
18,>1.0 mm,44.899282346904336,69.08194847181854,23.14152285077484
18,>1.0 mm,45.28698010012567,69.53039939442125,24.9
18,>1.0 mm,41.04046617736397,66.39193576421718,22.73522358203775
18,>1.0 mm,12.87160208210076,32.012797276446015,15.283978607630665
18,>1.0 mm,39.84128769018081,65.2841439357039,24.9
18,>1.0 mm,19.78854130143411,38.33070438273275,17.970023929451166
18,>1.0 mm,39.93037533674939,60.706947732780584,21.926033215597695
18,>1.0 mm,24.357910569462682,46.80557342025508,17.509238503135247
18,>1.0 mm,26.119697164069084,47.86065280309312,18.705051692823186
18,>1.0 mm,20.891213740421303,41.951443059987405,17.413591644137146
18,>1.0 mm,31.466471820215652,51.9953477347242,21.83505396690069
18,>1.0 mm,10.127971197189039,32.0557797505884,16.48242623735759
18,>1.0 mm,27.47228804695815,49.540585005022734,19.621830856993114
18,>1.0 mm,10.673694708241051,29.141590836917963,14.483654793427856
18,>1.0 mm,36.73363687319779,61.757283227857286,21.733460102522255
18,>1.0 mm,37.54818217259039,61.79462377952989,23.24000321643412
18,>1.0 mm,40.13532140556857,64.42217919010034,21.996132679726255
18,>1.0 mm,39.08099609430036,63.15640248475732,22.20535074169184
18,>1.0 mm,35.77911300929492,62.26963821549448,23.3195091213962
18,>1.0 mm,34.5337315565524,55.762537699109174,21.901830424974452
18,>1.0 mm,19.210623714172456,34.66703410932747,18.37092444573983
18,>1.0 mm,24.32825536034184,45.02217928626525,20.986939565240807
10,Mixed,30.903986359124506,34.909081024847794,11.24640967007494
10,Mixed,34.65263625058326,37.732929032946174,11.582911762120263
10,Mixed,10.711717888227499,26.584679104765137,9.044586220274953
10,Mixed,22.661749537304985,28.941949894968015,9.166909479822102
10,Mixed,44.72501456789816,40.03651736950666,12.136148188840442
10,Mixed,47.33301275434272,44.7,12.9
10,Mixed,21.55611897028573,27.520007674238876,8.464468771614127
10,Mixed,39.325551738312505,41.638257457162645,9.446305002201878
10,Mixed,44.47364712216146,39.35981655874444,10.94879346062958
10,Mixed,36.450054916828925,35.39864966060383,11.142717385764623
10,Mixed,23.90733870983851,28.954184973450037,9.001247429818198
10,Mixed,25.92818200053711,32.537887621985654,9.469353915251562
10,Mixed,19.94533156113186,30.527351853646206,9.778644949620789
10,Mixed,4.57615608988668,20.3,7.911237352031909
10,Mixed,46.28709396865602,41.91013728923817,11.25814233257052
10,Mixed,7.75538539546033,22.100708823667006,7.685960956920802
10,Mixed,30.196940762081926,34.19257700405335,10.371586668517837
10,Mixed,13.235846096205773,23.3984682684287,8.04615574584509
10,Mixed,12.39025970920133,23.270357537213396,7.278215050601615
10,Mixed,28.853009863555123,35.92696903174336,7.495110366854076
10,Mixed,23.393560865282037,31.573692764419924,7.114020824996073
10,Mixed,10.830570820951351,23.43409257502253,7.452374086987324
10,Mixed,45.62908033387984,39.459017937728326,11.545521004931707
10,Mixed,32.3359799025167,35.00377592654744,10.697616555786908
10,Mixed,10.870714284112376,24.737263580608733,8.981483759216294
15,Mixed,5.192223670153274,25.886758717194585,12.9
15,Mixed,33.563280718344046,47.50173575922223,19.327181736929873
15,Mixed,32.720828745482486,47.02423227490913,18.396945286859484
15,Mixed,14.69957640397598,32.35377975981521,14.763097675414953
15,Mixed,40.52967404094763,57.39811048299157,19.255369205691476
15,Mixed,13.019308998296122,31.209725625698542,13.776313954832402
15,Mixed,4.572084634472386,25.4,15.116478209166662
15,Mixed,43.277555287386896,54.57772695687223,21.700774058153947
15,Mixed,15.414631070976869,33.991771363014145,12.9
15,Mixed,15.794800196206555,29.03763831508787,16.244610420564076
15,Mixed,28.29007595748713,39.55757782539749,16.885746302657793
15,Mixed,45.731945506334895,55.59987561019906,21.32445175342904
15,Mixed,42.21259093950816,57.021628618749645,20.480974049703402
15,Mixed,39.19363126168187,52.504171878520644,19.9813663963435
15,Mixed,15.821803812937627,35.926180023638196,15.166486057505164
15,Mixed,15.3470581590609,31.660388217694486,14.234058460154628
15,Mixed,47.313695950956294,54.674396209415114,21.17016870823316
15,Mixed,15.981522366852234,32.109911352170705,13.542150723640892
15,Mixed,16.058429710237064,35.779200985322404,15.250896212558994
15,Mixed,40.50863936311687,54.60432522259407,21.24180237329134
15,Mixed,30.422741859080748,43.349748487778015,18.529018349555013
15,Mixed,44.23412562069823,52.387350631052556,19.4865608411626
15,Mixed,26.83237903244485,40.79007768848706,17.22438903619942
15,Mixed,30.53869281652108,44.25698775744087,16.643546624606547
15,Mixed,16.702524417910794,34.879997825050516,13.7596408990979
18,Mixed,17.0733554874197,33.37142307001761,19.53098626823566
18,Mixed,33.20153127595652,56.1522855490533,21.293064694742313
18,Mixed,13.457376657993297,31.218803113588535,16.42977366852114
18,Mixed,25.8401148768544,42.36160983354519,20.018861862720136
18,Mixed,37.920136964816166,61.29587796107423,23.985818013087552
18,Mixed,34.289705442820384,54.212100167604056,20.992012600770067
18,Mixed,40.04050197766479,64.58058838786891,23.584824851636615
18,Mixed,15.974386038118359,30.771116845117962,17.844436584843827
18,Mixed,8.029611226371902,29.322117127337414,16.337808966534087
18,Mixed,12.145848868899265,33.65268356514918,16.25490707859101
18,Mixed,36.21789500202069,60.69850232495915,22.93174958687725
18,Mixed,34.460168838785506,56.62860568357568,22.067729266535245
18,Mixed,25.534698400298183,46.173721376950425,19.152590430154035
18,Mixed,11.945315185602675,33.03998094440108,16.244592755208764
18,Mixed,5.4936230577751495,26.419295625547086,16.589058267414437
18,Mixed,44.67343259656734,68.81276937565329,23.191700834852767
18,Mixed,41.160173535543095,66.09926656069032,22.28099196550585
18,Mixed,5.628335927481675,26.0,16.045355857498212
18,Mixed,9.304942974200268,30.46227115850884,15.349831500827591
18,Mixed,18.954498405794908,36.60590550461815,17.412062538872934
18,Mixed,17.872774864546855,38.9241031867063,17.249977353555636
18,Mixed,18.025110129011075,37.915454037932015,17.366968474327088
18,Mixed,31.0979802800214,53.32483652011513,21.60878947048492
18,Mixed,45.31897873456743,69.3518394763794,22.660166290430737
18,Mixed,21.684960198806657,44.838759069502586,17.548445312780373
